query,match,e-value,percent,coverage,bitscore,kingdom,phylum,class,order,family,genus,species
OTU_510,KY104178|SH1553523.08FU,1.77e-134,100.000,250,481,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia_sympodialis
OTU_51,EU718098|SH1146024.08FU,3.41e-22,95.385,65,108,Fungi,Basidiomycota,Agaricomycetes,Boletales,Calostomataceae,Calostoma,Calostoma_sp
OTU_509,MT000451|SH3566943.08FU,4.41e-47,93.985,133,191,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_sp
OTU_508,MH855772|SH1552820.08FU,1.05e-73,88.259,247,279,Fungi,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Seimatosporium,Seimatosporium_hypericinum
OTU_507,KP135410|SH1573679.08FU,1.91e-64,95.333,150,248,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Rhizochaete,Rhizochaete_filamentosa
OTU_506,HF912261|SH1158643.08FU,1.73e-101,94.841,252,371,Fungi,Basidiomycota,Agaricomycetes,Boletales,Coniophoraceae,Coniophora,Coniophora_prasinoides
OTU_505,HG936393|SH1648790.08FU,1.07e-106,94.821,251,389,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,Helotiales_sp
OTU_504,JQ781822|SH1551607.08FU,2.80e-96,92.430,251,354,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,unidentified,Plectosphaerellaceae_sp
OTU_503,DQ826542|SH1509370.08FU,1.77e-134,100.000,250,481,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetales_fam_Incertae_sedis,Resinicium,Resinicium_friabile
OTU_502,KT289540|SH1576418.08FU,4.57e-102,93.200,250,373,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
OTU_501,MK812371|SH1145314.08FU,1.30e-32,96.386,83,142,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Calicium,Calicium_viride
OTU_500,MW031914|SH1520057.08FU,1.99e-130,99.602,251,467,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Tropicoporus,Tropicoporus_tropicalis
OTU_50,KF229758|SH1510848.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Muscodor,Muscodor_sp
OTU_5,MN886552|SH1577458.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora_sp
OTU_499,KP776571|SH1545844.08FU,4.90e-21,100.000,54,104,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Bulbothrix,Bulbothrix_mammillaria
OTU_498,AF399894|SH1214365.08FU,7.24e-64,87.398,246,246,Fungi,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,Tilletia,Tilletia_barclayana
OTU_497,MN162019|SH1577479.08FU,1.07e-106,93.600,250,389,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Sonderhenia,Sonderhenia_eucalyptorum
OTU_496,KC176282|SH1574436.08FU,7.55e-130,99.600,250,465,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus_scyphoides
OTU_495,MT553310|SH1240041.08FU,1.18e-69,90.179,224,266,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,unidentified,Graphidaceae_sp
OTU_494,KX960794|SH1574444.08FU,2.47e-89,92.063,252,331,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus_prunulus
OTU_493,KJ156987|SH1522000.08FU,1.96e-108,98.598,214,394,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Bullera,Bullera_sp
OTU_492,FJ612694|SH1506528.08FU,6.34e-46,94.783,115,187,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
OTU_491,FJ799944|SH1576416.08FU,5.71e-72,88.095,252,273,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
OTU_490,MT571535|SH3567646.08FU,9.37e-89,92.032,251,329,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pterulaceae,Pterula,Pterula_sp
OTU_49,HQ832975|SH1513364.08FU,1.71e-79,88.000,250,298,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_sp
OTU_489,JX014386|SH1176699.08FU,2.44e-67,87.200,250,258,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
OTU_488,KT820109|SH1179444.08FU,1.96e-108,95.745,235,394,Fungi,Ascomycota,Eurotiomycetes,Pyrenulales,Pyrenulaceae,Pyrenula,Pyrenula_thelemorpha
OTU_487,KP889515|SH1182321.08FU,9.44e-100,93.227,251,365,Fungi,Basidiomycota,Agaricomycetes,unidentified,unidentified,unidentified,Agaricomycetes_sp
OTU_485,KF435795|SH1648535.08FU,1.71e-79,92.683,205,298,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,Helotiales_sp
OTU_484,JF440983|SH1177757.08FU,8.04e-38,94.898,98,160,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Basiseptospora,Basiseptospora_fallax
OTU_483,KM392041|SH1541592.08FU,9.64e-133,99.600,250,475,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Phialemoniopsis,Phialemoniopsis_sp
OTU_482,KR105610|SH1144359.08FU,1.07e-106,95.257,253,389,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Lasionectria,Lasionectria_sp
OTU_481,MK843961|SH1566219.08FU,1.22e-124,99.576,236,448,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_sp
OTU_480,MT075855|SH1545021.08FU,8.99e-23,96.825,63,110,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Trechisporales_fam_Incertae_sedis,Sistotremastrum,Sistotremastrum_niveocremeum
OTU_48,GU056021|SH1508476.08FU,5.25e-131,99.200,250,469,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,unidentified,Psathyrellaceae_sp
OTU_479,DQ309239|SH1514196.08FU,3.94e-62,87.500,256,241,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Cryptodiscus,Cryptodiscus_sp
OTU_478,JX135082|SH1566140.08FU,5.25e-131,99.200,250,469,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_sp
OTU_477,FM866369|SH1551576.08FU,1.94e-86,91.188,261,321,Fungi,Basidiomycota,unidentified,unidentified,unidentified,unidentified,Basidiomycota_sp
OTU_476,KP133514|SH1170331.08FU,5.83e-105,93.200,250,383,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_sp
OTU_475,MH863300|SH1573826.08FU,4.38e-36,87.898,157,154,Fungi,Ascomycota,Eurotiomycetes,Phaeomoniellales,Phaeomoniellaceae,Paraphaeomoniella,Paraphaeomoniella_capensis
OTU_474,KC017755|SH1180690.08FU,1.53e-94,97.927,193,348,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis_hostmannii
OTU_473,KX587500|SH1236940.08FU,5.11e-87,91.633,251,323,Fungi,Basidiomycota,unidentified,unidentified,unidentified,unidentified,Basidiomycota_sp
OTU_472,KY104168|SH1519721.08FU,1.77e-134,100.000,250,481,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia_slooffiae
OTU_471,KY104289|SH1556066.08FU,1.77e-134,100.000,250,481,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Mrakia,Mrakia_frigida
OTU_470,KU195511|SH1241379.08FU,1.55e-116,96.414,251,421,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,unidentified,unidentified,Orbiliales_sp
OTU_47,KU747778|SH1576433.08FU,4.06e-106,100.000,201,387,Fungi,Ascomycota,Sordariomycetes,Microascales,unidentified,unidentified,Microascales_sp
OTU_469,JF499842|SH1571484.08FU,6.43e-68,87.008,254,260,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Penidiella,Penidiella_aggregata
OTU_468,HG936958|SH1555383.08FU,4.03e-95,92.857,238,350,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Stephanosporaceae,unidentified,Stephanosporaceae_sp
OTU_467,KF274348|SH1575244.08FU,7.09e-31,90.816,98,137,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala_sp
OTU_466,MH862871|SH1548084.08FU,8.38e-104,93.927,247,379,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zasmidium,Zasmidium_pseudoparkii
OTU_465,FJ799946|SH1576419.08FU,8.27e-82,90.438,251,306,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
OTU_464,MH864106|SH2591890.08FU,1.91e-64,88.211,246,248,Fungi,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Lylea,Lylea_tetracoila
OTU_462,MK808600|SH2596498.08FU,1.54e-105,97.309,223,385,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phialophora,Phialophora_sp
OTU_461,MN548927|SH1510765.08FU,5.55e-28,97.403,77,127,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Graphilbum,Graphilbum_sp
OTU_460,HQ235046|SH1556553.08FU,4.63e-124,98.805,251,446,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Arachnion,Arachnion_album
OTU_46,MT093664|SH1552673.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pseudopestalotiopsis,Pseudopestalotiopsis_sp
OTU_459,MH931280|SH1553975.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Pithya,Pithya_vulgaris
OTU_458,MF461287|SH1565275.08FU,2.23e-115,100.000,217,417,Fungi,Basidiomycota,Atractiellomycetes,Atractiellales,Phleogenaceae,Atractidochium,Atractidochium_hillariae
OTU_457,MK394150|SH1518588.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia_agaves
OTU_456,KP889526|SH1559872.08FU,1.05e-73,88.716,257,279,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,unidentified,unidentified,Sporidiobolales_sp
OTU_455,MN341351|SH1578233.08FU,1.39e-131,100.000,245,471,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_intestinacea
OTU_453,JQ358789|SH1237888.08FU,2.39e-34,96.703,91,148,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Stomiopeltis,Stomiopeltis_sp
OTU_452,MH910520|SH1565276.08FU,1.77e-134,100.000,250,481,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Schizophyllaceae,Schizophyllum,Schizophyllum_commune
OTU_451,MK953354|SH3592704.08FU,9.50e-111,100.000,209,402,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pterulaceae,Deflexula,Deflexula_sp
OTU_450,MT514518|SH1526399.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris_yamadae
OTU_45,MK336446|SH1515384.08FU,1.77e-134,100.000,250,481,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia_restricta
OTU_449,KU747771|SH1637377.08FU,5.18e-109,98.636,220,396,Fungi,Ascomycota,Sordariomycetes,Boliniales,Boliniales_fam_Incertae_sedis,Paramicrothyrium,Paramicrothyrium_sp
OTU_448,KY264039|SH1571608.08FU,3.60e-110,99.537,216,400,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Haploporus,Haploporus_alabamae
OTU_447,KC774579|SH1541560.08FU,1.47e-39,86.755,151,166,Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Anthostoma,Anthostoma_gastrinum
OTU_446,MT177212|SH1150970.08FU,1.17e-58,85.490,255,229,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Cylindrium,Cylindrium_sp
OTU_445,JQ234965|SH1522831.08FU,9.64e-133,99.600,250,475,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Bionectria,Bionectria_pityrodes
OTU_444,JQ760370|SH1243195.08FU,2.20e-93,95.327,214,344,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,unidentified,Xylariaceae_sp
OTU_443,KX287544|SH1525658.08FU,5.07e-76,90.438,251,287,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Teratoramularia,Teratoramularia_infinita
OTU_442,FJ820733|SH1573472.08FU,1.94e-86,90.837,251,321,Fungi,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces_sp
OTU_441,MK036409|SH1540608.08FU,1.22e-124,98.785,247,448,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_foeniculina
OTU_440,AM901915|SH1645420.08FU,6.52e-90,92.095,253,333,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
OTU_44,MN592983|SH3686869.08FU,2.52e-122,100.000,229,440,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Pezizomycotina
OTU_439,EU779679|SH1176726.08FU,1.20e-91,90.800,250,339,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,unidentified,Sporormiaceae_sp
OTU_438,FM955450|SH1588969.08FU,1.56e-127,98.400,250,458,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Fibulochlamys,Fibulochlamys_chilensis
OTU_437,EU686753|SH1235681.08FU,4.60e-113,100.000,213,410,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,Sordariales_sp
OTU_436,MT571535|SH3567646.08FU,1.53e-94,92.032,251,348,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pterulaceae,Pterula,Pterula_sp
OTU_434,KT949906|SH1184913.08FU,4.57e-102,93.200,250,373,Fungi,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Lepteutypa,Lepteutypa_sambuci
OTU_433,MH267848|SH1144559.08FU,3.60e-110,99.526,211,400,Fungi,Ascomycota,Sordariomycetes,Boliniales,unidentified,unidentified,Boliniales_sp
OTU_432,MK442633|SH1546298.08FU,1.51e-72,89.431,246,275,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Zygosporium,Zygosporium_pseudogibbum
OTU_431,EU687040|SH1563762.08FU,4.60e-113,100.000,213,410,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
OTU_430,KM103967|SH1158649.08FU,8.50e-126,98.000,250,452,Fungi,Basidiomycota,Agaricomycetes,Boletales,Coniophoraceae,Coniophora,Coniophora_sp
OTU_43,MF621582|SH1526412.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_sp
OTU_429,KC966236|SH1149357.08FU,7.24e-64,85.776,232,246,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
OTU_428,AF191550|SH1525104.08FU,5.25e-131,99.200,250,469,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Ophiosphaerella,Ophiosphaerella_agrostidis
OTU_427,LC389298|SH1570476.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida_metapsilosis
OTU_426,JQ717359|SH1569892.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,unidentified,Bionectriaceae_sp
OTU_425,DQ309137|SH1657521.08FU,1.72e-90,91.200,250,335,Fungi,Ascomycota,Dothideomycetes,Capnodiales,unidentified,unidentified,Capnodiales_sp
OTU_424,JF330180|SH1557314.08FU,5.67e-61,89.286,196,237,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,unidentified,unidentified,Chaetothyriales_sp
OTU_422,FJ790251|SH1591992.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Passalora,Passalora_intermedia
OTU_421,KP903373|SH1648280.08FU,1.18e-69,86.400,250,266,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetidae
OTU_420,AB986480|SH1240285.08FU,1.30e-32,92.920,113,142,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
OTU_42,EU686886|SH1544582.08FU,2.51e-111,99.531,213,404,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
OTU_419,MW077698|SH2606221.08FU,3.16e-92,92.969,256,341,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,unidentified,Teratosphaeriaceae_sp
OTU_418,KP724985|SH1623522.08FU,1.16e-36,82.072,251,156,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Tetraplosphaeriaceae,unidentified,Tetraplosphaeriaceae_sp
OTU_417,KT585731|SH1505504.08FU,1.38e-120,98.723,235,435,Fungi,Basidiomycota,unidentified,unidentified,unidentified,unidentified,Basidiomycota_sp
OTU_416,KC966091|SH1151818.08FU,6.57e-101,94.821,251,369,Fungi,Ascomycota,Sordariomycetes,Boliniales,Boliniales_fam_Incertae_sedis,Paramicrothyrium,Paramicrothyrium_sp
OTU_415,KJ710461|SH1543657.08FU,1.55e-116,97.200,250,421,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Chaetospermum,Chaetospermum_chaetosporum
OTU_413,JQ747669|SH1238196.08FU,2.49e-100,96.698,212,367,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,Sordariales_sp
OTU_412,KM877215|SH1523634.08FU,7.50e-119,96.400,250,429,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Parasola_sp
OTU_411,KU581842|SH1143000.08FU,2.23e-115,95.600,250,417,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia_sp
OTU_410,JX457145|SH1185018.08FU,2.23e-115,95.600,250,417,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Psilocybe,Psilocybe_sp
OTU_41,EF488447|SH1553490.08FU,7.50e-119,97.561,246,429,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
OTU_409,MK277355|SH1551914.08FU,5.22e-120,97.581,248,433,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium_sp
OTU_408,KY948793|SH1180547.08FU,9.44e-100,94.093,237,365,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Candelabrochaete,Candelabrochaete_langloisii
OTU_407,MF511110|SH1593925.08FU,1.37e-109,96.610,236,398,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus_sp
OTU_406,EF419949|SH1184919.08FU,3.18e-103,95.763,236,377,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
OTU_405,HQ649935|SH1244243.08FU,2.71e-41,91.339,127,171,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
OTU_404,UDB0737542|SH1514260.08FU,2.12e-38,100.000,84,162,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Vanrija,Vanrija_sp
OTU_403,MG554345|SH1529994.08FU,9.64e-133,99.600,250,475,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_sp
OTU_402,MH267883|SH1543718.08FU,9.64e-133,100.000,247,475,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_magnisporum
OTU_401,MK953359|SH3592708.08FU,6.57e-101,99.015,203,369,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pterulaceae,Deflexula,Deflexula_sprucei
OTU_400,MT000445|SH1521400.08FU,9.64e-133,99.600,250,475,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Acrodontium,Acrodontium_crateriforme
OTU_40,MT879595|SH1552828.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,Pestalotiopsis_sp
OTU_4,JN942671|SH1509419.08FU,1.77e-134,100.000,250,481,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Moesziomyces,Moesziomyces_parantarcticus
OTU_399,GU053799|SH1566172.08FU,8.38e-104,95.161,248,379,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_sp
OTU_398,JX174835|SH1558726.08FU,1.16e-47,100.000,100,192,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula_sp
OTU_397,KU747752|SH1508199.08FU,5.83e-105,99.070,215,383,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
OTU_396,MT448840|SH1506505.08FU,5.55e-28,94.872,78,127,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta_sp
OTU_395,KY607541|SH1185593.08FU,4.38e-36,91.304,115,154,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Ijuhya,Ijuhya_sp
OTU_394,HE585021|SH1213845.08FU,1.98e-119,99.149,235,431,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Morosphaeriaceae,Acrocalymma,Acrocalymma_vagum
OTU_393,EU686888|SH1239971.08FU,2.47e-89,94.366,213,331,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
OTU_392,KC176292|SH1192132.08FU,7.45e-108,97.021,235,392,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus_sp
OTU_391,MT102817|SH1573071.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,unidentified,Debaryomycetaceae_sp
OTU_390,MT446127|SH1644391.08FU,3.92e-51,84.064,251,204,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella_cucumerina
OTU_39,JN116594|SH1557809.08FU,3.22e-125,98.765,243,450,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,Hypocreales_sp
OTU_389,KU580536|SH1175727.08FU,2.78e-85,90.945,254,317,Fungi,Ascomycota,Dothideomycetes,Capnodiales,unidentified,unidentified,Capnodiales_sp
OTU_388,MF770848|SH1518043.08FU,2.86e-129,98.800,250,464,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Nemania,Nemania_bipapillata
OTU_387,GQ923978|SH1244221.08FU,4.97e-43,88.571,140,177,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales_sp
OTU_386,KX515066|SH1541583.08FU,7.98e-27,87.963,108,123,Fungi,Basidiomycota,Exobasidiomycetes,Entylomatales,Entylomatales_fam_Incertae_sedis,Tilletiopsis,Tilletiopsis_sp
OTU_385,KR093956|SH1157005.08FU,1.87e-31,81.590,239,139,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,Sordariales_sp
OTU_384,EU435150|SH1247163.08FU,6.25e-24,93.243,74,114,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe_hypohaemacta
OTU_383,KT328898|SH1523569.08FU,4.57e-102,94.094,254,373,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cuniculitremaceae,Kockovaella,Kockovaella_sp
OTU_382,MT360912|SH1647808.08FU,9.64e-133,99.600,250,475,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Clitocybe,Clitocybe_sp
OTU_381,MK169326|SH2707805.08FU,8.44e-115,96.443,253,415,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus,Coprinus_sp
OTU_380,EU009962|SH1176692.08FU,5.91e-127,98.805,251,456,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,unidentified,Xylariaceae_sp
OTU_38,EF394838|SH1577462.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pallidocercospora,Pallidocercospora_heimii
OTU_379,KR611876|SH1143820.08FU,9.44e-100,93.548,248,365,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Circinotrichum,Circinotrichum_papakurae
OTU_378,GU053996|SH1615232.08FU,1.77e-134,100.000,250,481,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Bjerkandera,Bjerkandera_sp
OTU_377,FJ435144|SH1539421.08FU,1.76e-123,98.008,251,444,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium_sp
OTU_376,KX515677|SH1155510.08FU,1.77e-134,100.000,250,481,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella_sp
OTU_375,MT929161|SH3568318.08FU,9.64e-133,100.000,247,475,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
OTU_374,KJ869167|SH1183651.08FU,8.09e-49,83.600,250,196,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Penicillifer,Penicillifer_martinii
